split,bits,margin,method,parents,matched_parents,coverage_all,coverage_matched,full_coverage_all,pool_proxy_tv_success
test,3,0.0,nearest,12,12,0.6006944444444444,0.6006944444444444,0.0,0.19155092592592593
test,3,0.0001,outlier,12,12,0.5659722222222222,0.5659722222222222,0.0,0.2027777777777778
test,3,0.0001,matched,12,12,0.5642361111111112,0.5642361111111112,0.0,0.2075892857142857
test,3,0.0001,random,12,12,0.5798611111111112,0.5798611111111112,0.0,0.19824735449735453
test,3,0.0001,nearest,12,12,0.5989583333333334,0.5989583333333334,0.0,0.19305555555555554
test,3,0.0005,outlier,12,12,0.5642361111111112,0.5642361111111112,0.0,0.2040509259259259
test,3,0.0005,matched,12,12,0.5625,0.5625,0.0,0.20805224867724867
test,3,0.0005,random,12,12,0.578125,0.578125,0.0,0.1996527777777778
test,3,0.0005,nearest,12,12,0.5954861111111112,0.5954861111111112,0.0,0.1986111111111111
test,3,0.001,outlier,12,12,0.5625,0.5625,0.0,0.2054398148148148
test,3,0.001,matched,12,12,0.5625,0.5625,0.0,0.20967261904761905
test,3,0.001,random,12,12,0.5763888888888888,0.5763888888888888,0.0,0.20381944444444444
test,3,0.001,nearest,12,12,0.5954861111111112,0.5954861111111112,0.0,0.20092592592592592
ood,1,0.0,outlier,12,12,0.9513888888888888,0.9513888888888888,0.9027777777777778,0.11979166666666667
ood,1,0.0,matched,12,12,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.16145833333333334
ood,1,0.0,random,12,12,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.16145833333333334
ood,1,0.0,nearest,12,12,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.1423611111111111
ood,1,0.0001,outlier,12,12,0.9513888888888888,0.9513888888888888,0.9027777777777778,0.11979166666666667
ood,1,0.0001,matched,12,12,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.16145833333333334
ood,1,0.0001,random,12,12,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.16145833333333334
ood,1,0.0001,nearest,12,12,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.1423611111111111
ood,1,0.0005,outlier,12,12,0.9513888888888888,0.9513888888888888,0.9027777777777778,0.11979166666666667
ood,1,0.0005,matched,12,12,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.16145833333333334
ood,1,0.0005,random,12,12,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.16145833333333334
ood,1,0.0005,nearest,12,12,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.1423611111111111
ood,1,0.001,outlier,12,12,0.9513888888888888,0.9513888888888888,0.9027777777777778,0.11979166666666667
ood,1,0.001,matched,12,12,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.16145833333333334
ood,1,0.001,random,12,12,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.16145833333333334
ood,1,0.001,nearest,12,12,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.1423611111111111
ood,2,0.0,outlier,12,12,0.8298611111111112,0.8298611111111112,0.4583333333333333,0.171875
ood,2,0.0,matched,12,12,0.8194444444444444,0.8194444444444444,0.4305555555555556,0.21180555555555555
ood,2,0.0,random,12,12,0.8541666666666666,0.8541666666666666,0.5138888888888888,0.20833333333333334
ood,2,0.0,nearest,12,12,0.8645833333333334,0.8645833333333334,0.5555555555555556,0.1909722222222222
ood,2,0.0001,outlier,12,12,0.8298611111111112,0.8298611111111112,0.4583333333333333,0.171875
ood,2,0.0001,matched,12,12,0.8194444444444444,0.8194444444444444,0.4305555555555556,0.21180555555555555
ood,2,0.0001,random,12,12,0.8541666666666666,0.8541666666666666,0.5138888888888888,0.20833333333333334
ood,2,0.0001,nearest,12,12,0.8645833333333334,0.8645833333333334,0.5555555555555556,0.1909722222222222
ood,2,0.0005,outlier,12,12,0.8298611111111112,0.8298611111111112,0.4583333333333333,0.1736111111111111
ood,2,0.0005,matched,12,12,0.8194444444444444,0.8194444444444444,0.4305555555555556,0.21180555555555555
ood,2,0.0005,random,12,12,0.8541666666666666,0.8541666666666666,0.5138888888888888,0.20833333333333334
ood,2,0.0005,nearest,12,12,0.8645833333333334,0.8645833333333334,0.5555555555555556,0.1909722222222222
ood,2,0.001,outlier,12,12,0.8298611111111112,0.8298611111111112,0.4583333333333333,0.1736111111111111
ood,2,0.001,matched,12,12,0.8159722222222222,0.8159722222222222,0.4305555555555556,0.21064814814814817
ood,2,0.001,random,12,12,0.8541666666666666,0.8541666666666666,0.5138888888888888,0.20949074074074076
ood,2,0.001,nearest,12,12,0.8645833333333334,0.8645833333333334,0.5555555555555556,0.1909722222222222
ood,3,0.0,outlier,12,12,0.6076388888888888,0.6076388888888888,0.0,0.1888888888888889
ood,3,0.0,matched,12,12,0.5920138888888888,0.5920138888888888,0.0,0.2018187830687831
ood,3,0.0,random,12,12,0.6006944444444444,0.6006944444444444,0.0,0.1970734126984127
ood,3,0.0,nearest,12,12,0.6197916666666666,0.6197916666666666,0.0,0.19090608465608466
ood,3,0.0001,outlier,12,12,0.6076388888888888,0.6076388888888888,0.0,0.1888888888888889
ood,3,0.0001,matched,12,12,0.5920138888888888,0.5920138888888888,0.0,0.2018187830687831
ood,3,0.0001,random,12,12,0.6006944444444444,0.6006944444444444,0.0,0.1970734126984127
ood,3,0.0001,nearest,12,12,0.6197916666666666,0.6197916666666666,0.0,0.19090608465608466
ood,3,0.0005,outlier,12,12,0.6059027777777778,0.6059027777777778,0.0,0.19131944444444446
ood,3,0.0005,matched,12,12,0.5902777777777778,0.5902777777777778,0.0,0.20216600529100534
ood,3,0.0005,random,12,12,0.5954861111111112,0.5954861111111112,0.0,0.2007771164021164
ood,3,0.0005,nearest,12,12,0.6197916666666666,0.6197916666666666,0.0,0.19194775132275133
ood,3,0.001,outlier,12,12,0.6059027777777778,0.6059027777777778,0.0,0.19293981481481481
ood,3,0.001,matched,12,12,0.5868055555555556,0.5868055555555556,0.0,0.20552248677248677
ood,3,0.001,random,12,12,0.59375,0.59375,0.0,0.20112433862433862
ood,3,0.001,nearest,12,12,0.6180555555555556,0.6180555555555556,0.0,0.1927579365079365
